description,timestamp
"Dua Lipa topped the winners at the 2021 Brit awards, calling for the UK prime minister to approve “a fair pay rise” for frontline NHS staff as she picked up two gongs last night, including female solo artist.

Addressing the 2,500 key workers given tickets to the show, she said: “It’s very good to clap for them, but we need to pay them.""

Each year this century, at least half of the winners in the mixed-gender categories have been men, but in 2021, six out of seven are women.

Little Mix became the first all-female band to win the British group award, with Five Star in 1987, Stereo MCs in 1994 and Gorillaz in 2018 the only previous category winners to feature women.

Leigh-Anne Pinnock said on receiving the award: “It’s not easy being a female in the UK pop industry. We’ve seen the white male dominance, misogyny, sexism and lack of diversity. We’re proud of how we’ve stuck together, stood our ground, surrounded ourselves with strong women and are now using our voices more than ever.”

Los Angeles trio Haim won international group, the first all-female group to do so in nearly two decades following Destiny’s Child’s win in 2002. Billie Eilish won international female, Arlo Parks won breakthrough artist and pop singer Griff won the rising star award.

Taylor Swift became the first woman to receive the global icon award, previously won by David Bowie, Elton John and Robbie Williams. “There is no career path that comes free of negativity,” she said on receiving the award in person. “If you’re met with resistance that probably means that you’re doing something new.”

Meanwhile, best British single went to Harry Styles for his song Watermelon Sugar, an enduring hit since its release in November 2019.

He also addressed the key workers in the audience, saying: “​Thank you for everything you did for this country”, while Headie One and AJ Tracey added new lyrics to their hit track Ain’t It Different, rapping: “Team work keeps the dream working, it’s only right we show love to the key workers.”

The pair also got in a jab against Boris Johnson’s government, “saying eat out to help out but won’t help out [Marcus] Rashford when he’s feeding the youths.”",2021-05-12 16:01:03
"These are the scenes unfolding in the Gaza strip and in Israel.

In this first photograph, a fire rages at sunrise in Khan Yunis following an Israeli airstrike on targets in the southern Gaza strip - while in the second picture from Ashkelon, Israel, streaks of light can be seen as the government's Iron Dome anti-missile system intercept rockets launched by Hamas, the Islamist group that holds power inside Gaza.

Israeli jets and Palestinian militants have traded fresh airstrikes and rocket fire while the UN’s Middle East envoy warning of an escalation towards a full-scale war.

Following weeks of unrest in Jerusalem, Hamas fired a barrage of rockets towards the city on Monday evening. Israel responded with dozens of airstrikes, including hits on residential buildings, and Hamas has fired hundreds more rockets, including at Tel Aviv.

In total, 39 Palestinians, including many children, have died, according to the enclave’s health ministry, and six people died in Israel, where air sirens blared in nearby towns almost continuously.

But how did we get here - and what is the human cost of the violence? Click the links in bio to read more.

Photos by Youssef Massoud/AFP via Getty Images & Amir Cohen/Reuters",2021-05-12 14:27:01
"Hundreds of Palestinian protesters have been wounded in clashes with Israeli police and more than 20 are dead in Gaza.

The protesters have complained of oppressive restrictions during the Muslim holy month of Ramadan. The injuries took place during near-nightly protests that ramped up over the weekend and spread to other areas of Israel and the occupied West Bank.

The situation was further inflamed by a now-postponed Israeli court ruling on whether authorities can evict dozens of Palestinians from a majority-Arab Jerusalem neighbourhood, and give their homes to Jewish settlers.

As protests intensified, militant groups in Gaza were accused of launching more than 200 rockets into Israel before Israel responded with all-night airstrikes on the Palestinian coastal territory which killed twenty-four people.

So what has caused Jerusalem's worst violence in years?

Tap the link in the bio to read the Guardian's Oliver Holmes explainer on what's going on.

Photos: Ahmad Gharabli/AFP + Emmanuel Dunand/AFP/Getty Images +
Jack Guez/AFP/Getty Images + Menahem Kahana/AFP/Getty Images + Eyad Tawil/Anadolu Agency + Mostafa Alkharouf/Anadolu Agenc +
Ibraheem Abu Mustafa/Reuters + Emmanuel Dunand/AFP/Getty Images +
Ronen Zvulun/Reuters & Ammar Awad/Reuters",2021-05-11 17:07:18
"In 1938, there was a surge of classified ads in the Guardian as Jewish parents living under Nazi rule tried to desperately save their families.

This included the grandparents of our world affairs editor, Julian Borger.

For a shilling a line, they posted an ad for Julian's father, Robert. “I seek a kind person who will educate my intelligent Boy, aged 11, Viennese of good family,” it read.

Two Welsh schoolteachers, Nancy and Reg Bingley, responded to the ad and fostered Robert through his teen years.

Robert's parents soon followed after they were able to find work and obtain visas in the UK.

For the Guardian's 200th birthday, Julian dug back into the ads, with the help from our archivist, bringing to light the stories of those who were able to escape, and those who weren't.

Click on the link in our bio to read his full story.",2021-05-11 13:09:52
"A new #StopESEAsianHate campaign has been launched to take action on the increasing racism against east and south-east Asian (ESEA) people in the UK since the start of the pandemic.

Marvel film star Gemma Chan has revealed that she is frightened for her family in the UK after a surge in hate crimes against the ESEA communities.

Speaking to the Observer to help raise awareness for the campaign, Chan said she was “deeply concerned and disturbed” at police figures revealing that, in London alone, attacks on these individuals have tripled over the past year.

Chan, who starred in Captain Marvel, is joined in backing the GoFundMe initiative alongside other prominent public figures including: fashion designer Alexa Chung, fellow Marvel star Benedict Wong, Crazy Rich Asians star Henry Golding, and Vogue editor Edward Enninful.

In the US, a similar initiative created by GoFundMe in February raised $6m.",2021-05-10 21:00:22
"Monzo, the online bank, has become one of the first UK companies to offer paid leave for employees who are affected by the loss of a pregnancy.

The bank’s policy will give either partner up to 10 extra days of paid leave if they lose a baby due to abortion, miscarriage or stillbirth, regardless of when in the pregnancy it happens.

“This also includes colleagues who are partners or surrogate mothers, recognising that pregnancy loss doesn’t just affect women or heterosexual couples,” the bank said. Extra leave can be approved by managers if staff feel they need more than two weeks.

Under UK employment law, businesses only have to allow parents to use planned maternity or paternity leave if they lose their baby after 24 weeks, when it is considered a stillbirth.

Any loss before that is counted as a miscarriage and does not qualify them for maternity leave or pay. It is then up to the discretion of employers whether to offer compassionate leave, annual leave or unpaid holiday.

In the UK, more than one in five pregnancies end in miscarriage, resulting in roughly 250,000 losses each year, according to the Miscarriage Association. Most occur in the first three months of pregnancy.",2021-05-10 19:00:44
"This is Meghan's first TV appearance since the Oprah interview.

And she took the opportunity to warn that women had been ‘disproportionately affected’ by the pandemic.

In the pre-recorded message for Global Citizen’s Vax Live charity concert, the Duchess of Sussex said 47 million more women around the world were expected to slip into extreme poverty and called for fair distribution of Covid vaccines.",2021-05-10 16:05:53
"To mark the Guardian's 200th birthday, an array of names from culture, science and politics are celebrating the impact we've had on their lives and careers.

This momentous achievement is only possible thanks to our global audience supporting independent journalism.

If you value the work we do, please consider contributing today.

Tap the link in bio to see how you can protect our future so that we can continue to report without fear or favour for the next 200 years and beyond.",2021-05-08 11:01:37
"It was his seatbelt that gave it away. 

Ohio state senator Andrew Brenner used a virtual background of a home office in an apparent attempt to conceal the fact that he was driving during a Zoom call. 

This was all on the same day a bill to ban distracted driving was introduced.

The footage of the meeting was streamed live to the public via Ohio's state’s broadcaster and at the start Brenner appeared in a parked car. 

A few minutes later, he left the call before reappearing with a different background featuring wooden cabinets, hanging artwork and a houseplant.

Brenner denied that he was driving unsafely. He told The Columbus Dispatch he “wasn’t distracted” during the meeting and was “paying attention to the driving and listening to” the discussion.",2021-05-07 20:00:31
"'It could be a gamechanger'.

Uganda has announced a new project using drones to deliver HIV medicines to its most remote areas.

The first drone took off last week, carrying medicines out to 78 community groups and health facilities across the widely scattered Ssese islands, which have the highest HIV prevalence in the country.

The delivery of antiretroviral drugs and healthcare is difficult, weather-dependent and risky for healthcare workers, as travel into the region - 60 miles from the capital, Kampala - is possible only by boat.

The Uganda Medical Association has welcomed the drones, but expressed concern over drug shortages due to inadequate funding. Its secretary general Mukuzi Muhereza said: “We are welcoming it. It’s very important and it could be a gamechanger. It would be nice to see whether it really works with our bad network and connectivity.

“Realistically I think we are not giving enough money to national medical stores to purchase drugs and supplies for every Ugandan that needs it. The biggest change would be if we can enhance the budget and make sure we have what [we need] to send.”

Photos: Makerere University Infectious Disease Institut",2021-05-07 19:13:01
"This Hindu priest is working all hours to cremate up to 150 bodies a day. 

RamKaran Mishra performs the last rites at the Ghazipur crematorium in east Delhi, on the frontline of India's Covid crisis. 

With no end in sight, and feeling abandoned by his government, Mishra must deal with traumatised families and an ever-present smell of burning bodies. 

Watch his story.",2021-05-07 15:01:17
"Here are three black pioneers of the video gaming industry you need to know about:

Jerry Lawson led the invention of cartridges.

Ed Smith made a hybrid console/PC.

And designer Muriel Tramis won France’s highest honour for bringing history into play.

Swipe right to read more about these three innovators, and tap the link in bio to find out how they achieved their goals.",2021-05-06 21:00:22
"This googly-eyed device is a scarecrow for the sea.

It has been created by scientists to help reduce the number of vulnerable seabirds caught by fishing nets.

Known as a looming-eyes buoy, the scarecrow uses bright eyespots and looming movements to act as a natural deterrent, preventing seabirds from diving into gillnets – vertical nets used in small-scale fisheries in many countries.

The scientists in charge found the device to reduce the numbers of birds by a quarter within a 50-metre radius of the buoy.

It is hoped the device, still in its prototype phase, will be tested in small-scale fisheries and help save thousands of seabirds each year.",2021-05-06 19:00:28
"What are your thoughts on these new immigration rules?

Oscar winners, Nobel prize recipients and Brit award-winners are just some of the foreign nationals who will be fast-tracked for UK visas under a tweak to immigration rules announced by the Home Office.

An existing 'global talent' route was introduced in 2020 which supplies visas for leader or potential leaders in academia, arts and culture, or digital technology. This tweak streamlines the route for people who have won prestigious prizes.

This is part of Home Secretary Priti Patel's Australian-style points system - a move which closes the door to low-skilled workers including those in hospitality, care, and agriculture.

""This is exactly what our new point-based immigration system was designed for – attracting the best and brightest based on the skills and talent they have, not where they’ve come from,"" Patel said.

The awards cover science, technology, maths, engineering, music, film, acting, and literature. However the rules cover very specific categories within these award. It is only an Oscar in a leading acting or directorial role which will be favoured, and with literature, only the Nobel prize is accepted.

For music, possible routes include a best international male or female award at the Brits, best international act at the Mobo awards, or a Grammy for lifetime achievement.

Meanwhile, new Guardian analysis reveals EU member states have used illegal operations to push back at least 40,000 asylum seekers from Europe’s borders during the pandemic, methods being linked to the death of more than 2,000 people.",2021-05-06 14:54:15
"We were born out of injustice on the streets of Manchester - and for 200 years we've been standing up to the powerful, uncovering the truth and reporting on the world around us.

On 16 August 1819, up to 60,000 working class people from the towns and villages of what is now Greater Manchester marched to St Peter’s Field in central Manchester to demand political representation at a time when only wealthy landowners could vote.

Their peaceful protest - now known as the Peterloo Massacre (pictured above) - turned bloody when Manchester magistrates ordered a private militia paid for by rich locals to storm the crowd with sabres. An estimated 18 people died and more than 650 were injured in the chaos.

This led to the establishment two years later of the Manchester Guardian by John Edward Taylor, a 28-year-old English journalist who was present at the massacre and saw how the “establishment” media sought to discredit the protesters.

Injustice looks different now, but is no less pervasive. The painful protests and violence continue across the globe - but as times change, principles don't. Two hundred years, and we’ve only just begun.

Click the link in bio to read six timelines that tell the story of the Guardian.",2021-05-05 22:00:51
"The United Nations has condemned the violent repression of protests in Colombia, after clashes between police and demonstrators left at least 18 dead and 87 people missing.

Mobile phone footage circulated via social media showed scenes reminiscent of a war zone.

In a week of unrest across the country, riot police have rampaged across the smoke-filled streets, shooting protesters at point-blank range and charging at crowds with their motorcycles.

Colombia’s rightwing president, Iván Duque, has faced three major nationwide protests since his term began in 2018, and each has been met with police violence.

But why?",2021-05-05 20:30:58
"The numbers on coronavirus in India are getting worse.

With hospitals scrabbling for beds and oxygen in response to a deadly second surge in infections, the World Health Organization said in a weekly report that India accounted for nearly half the Covid-19 cases reported worldwide last week and a quarter of the deaths.

Many people have died in ambulances and car parks waiting for a bed or oxygen, while morgues and crematoriums struggle to deal with a seemingly unstoppable flow of bodies.

On Tuesday, India passed a grim milestone of 20m cases amid growing calls for the country to go into a national lockdown.

Deaths rose by a record 3,780 during the past 24 hours, health ministry data showed, and daily infections rose by 382,315 on Wednesday.

The number has been in excess of 300,000 every day for the past two weeks with the country adding 10 million cases in just over four months, after taking more than 10 months to reach its first 10 million.

Official data says more than 225,000 people have died of Covid in India since the pandemic first began, but many health experts believe the true death toll to be five to 10 times higher.",2021-05-05 19:00:31
"In helmet and bulletproof vest, Abir Moussi took her seat in Tunisia's parliament - prompting amusement, eye rolls and memes - but why?

The MP and lawyer made the attention-grabbing gesture after the speaker banned private security guards from all parties, some of whom have been accused of assault.

Moussi is a supporter of the autocratic former president Zine al-Abidine Ben Ali, who was ousted in Tunisia’s 2011 uprising. She was sitting with a picture of Ali’s predecessor, Habib Bourguiba, which provoked laughter and resignation among Tunisians, who are wearied by the seemingly endless fighting between the parliament’s religious and secular blocs and increasingly concerned by rising cases of Covid-19 and mounting national debt.

Moussi, a senior member of the secular Free Destourian party, known by its French acronym PDL, defended the old regime in court after the revolution, which initially led to her being ostracised by her fellow party members and attacked in the street. But she has enjoyed an unlikely rise in popularity after a growing dissatisfaction with the democratic transition.

Tunisia has been plagued by sinking wages, growing joblessness and worsening public services. Several recent polls have confirmed that both PDL and Moussi’s own populist, conspiracy theory-laden platform are popular among voters.

Moussi’s personal rankings are second only to president Kais Saied, who secured an overwhelming majority in elections in 2019 after running as an independent on a socially conservative platform.",2021-05-05 15:04:15
"🚨 Some personal news: it's our 200th birthday today.

The Guardian has come a long way since that first print run of 1,000 copies, which appeared in Manchester for the princely sum of seven pence.

Now we have tens of millions of readers around the world - and several million articles later - we're proud to say we're older than Germany, fish 'n' chips, the FA Cup, the bicycle and the state of Texas.

So for the next few days and weeks, we plan to make the most of this moment, sharing some of the journalism that changed the world, and reminding ourselves that we don’t always get things right, that not everyone agrees with us.

As our editor-in-chief Katharine Viner writes today, ""the Guardian is not the only newspaper to declare that it has a higher purpose than transmitting the day’s events in order to make a profit. But it might be unique in having held on to that sense of purpose for two centuries.""

We hope you have enjoyed your time with us so far, whether you've found us recently online, on Instagram, or have been with us since you were young and starting picking us up off your family table; this is your anniversary to celebrate too. 

Thank you for all your support.

Swipe for more 🎉",2021-05-05 11:06:01
"No, they're not really that small 🧐 ...

This photo of Joe and Jill Biden visiting former president Jimmy Carter and former first lady Rosalynn in Georgia has been doing the rounds on social media.

It makes the Bidens look three times the size of the Carters and even the lounge chairs look like they are from a doll's house.

But it's not what it seems.

@guardianaustralia's picture editor, Carly Earl, explains that the image is possibly distorted by using a wide-angle lens, used in smaller spaces where the photographer doesn't have room to move far enough to get everyone in the frame.

But using a very wide lens while also standing very close to the subjects will distort the photo, making those close to the camera appear giant while shrinking those further away.

You don’t need special gear to create this optical trickery. If you have an iPhone 11 or 12 you actually can use the wide-angle setting in the camera on the phone to capture a wider field of view.

Just ask whatever former president you encounter to step back slightly, then get yourself in front, and snap.

Follow @guardian_us for more.",2021-05-04 21:00:57
"Amazon's tax affairs are in the spotlight again after its latest income figures were released.

The company brought in a record £38 billion (€44bn) from sales in Europe last year but did not have to pay any corporation tax to the Grand Duchy on the profits it made.

𝗦𝗼 𝗵𝗼𝘄 𝗰𝗮𝗻 𝗶𝘁 𝗯𝗲 𝘁𝗵𝗮𝘁 𝘄𝗶𝘁𝗵 𝘀𝗼 𝗺𝘂𝗰𝗵 𝘀𝗮𝗹𝗲𝘀 𝗶𝗻𝗰𝗼𝗺𝗲, 𝘁𝗵𝗲𝘆 𝗱𝗼𝗻'𝘁 𝗵𝗮𝘃𝗲 𝘁𝗼 𝗽𝗮𝘆 𝗮𝗻𝘆 𝘁𝗮𝘅?

Accounts for Amazon EU Sarl - which it sells products to hundreds of millions of households in the UK and across Europe - show that the Luxembourg unit made a €1.2bn loss and therefore paid no tax. They employ just 5,262 staff there meaning that the income per person amounts to €8.4m.

Paul Monaghan, the chief executive of the Fair Tax Foundation said: ""These figures are mind-blowing, even for Amazon ... The bulk of Amazon’s UK income is booked offshore, in the enormously loss-making Luxembourg subsidiary, which means that not only are they not making a meaningful tax contribution now, but are unlikely to do so for years to come given the enormous carried forward losses they have now built up.”

An Amazon spokesperson said: “Amazon pays all the taxes required in every country where we operate. Corporate tax is based on profits, not revenues, and our profits have remained low given our heavy investments and the fact that retail is a highly competitive, low margin business.""

But Margaret Hodge, a Labour MP has said: “It seems that Amazon’s relentless campaign of appalling tax avoidance continues ... [their] revenues have soared under the pandemic while our high streets struggle.""

Last month, Joe Biden tabled plans for a minimum corporation tax rate, which would force large technology companies and corporations to pay taxes to national governments based on the sales they generate in each country, irrespective of where they are based. Germany and France have backed the plans but the UK has thus far remained silent.

Amazon owner Jeff Bezos - the world’s richest person - welcomed Biden’s proposals and said the company was “supportive of a rise in the corporate tax rate”.

Does the math add up? Click the link in bio to read more.",2021-05-04 19:00:11
"Did you know only fathers' names were included in marriage certificates in parts of the UK?

Until now that is ... A new legal change has come into force meaning marriage certificates in England and Wales will now include the names of both parents of the couple getting hitched, instead of only that of the father or stepfather of each of the parties.

The government previously resisted the change on cost grounds, but this is now part of the introduction of a new digital system to modernise, simplify and speed up the process by which marriages are registered, helping to tackle a backlog.

The Home Office say the reforms were “the biggest changes to the marriage registration system since 1837” and would “correct a historic anomaly” by allowing for the mothers’ details to appear on the marriage entry for the first time.",2021-05-04 15:00:49
"Seizing on Donald Trump’s lies about fraud in the 2020 election, Republicans have launched a brazen attack on voting this year. It's part of an effort to entrench control over a rapidly changing electorate by changing the rules of democracy. 

As of mid-February, 253 bills were pending to restrict voting in 43 states. Many of those restrictions take direct aim at mail-in and early voting, the very policies that led to November’s record turnout.

Just this Thursday, Florida's legislature passed a bill that includes restrictions on drop boxes and voting by mail, which Democrats and voting rights activists say amounts to voter suppression. The bill, which closely mirrors similar Republican ploys in Georgia and Michigan, is expected to particularly impact minority communities.

Swipe to see the extent of the GOP effort to suppress voting rights, and follow the @guardian_us for more.",2021-05-03 19:01:14
"By nature, glaciers go through phases of advance and retreat. But lately these immense bodies of ice – so vast and ancient as to have carved the surface of the Earth – have been losing ground in a warming world.

At the Franz Josef Glacier in the Southern Alps of New Zealand the difference could hardly be more stark.

The pictures above show how much has changed between 1871 to 2016, but even a visitor returning to the glacier this year, after 10 years, would be able to notice the huge loss. Since 2008, it has been retreating rapidly and lost a massive 1.56km in length, at the fastest rate ever recorded.

Over 40 years, annual aerial surveys of the Southern Alps in New Zealand have shown the altitude at which snow persists throughout the year is climbing higher, and the overall volume of ice reducing – with flow-on effects for the glaciers.

More recent surveys have been even more sobering. The summer of 2017-2018, which saw January temperatures of nearly 3C warmer than average, was the worst on record. Some glaciers had shrunk so much, they were hard to see; many would be gone within decades.

The outlook is similarly grim for glaciers the world over, with human-induced climate warming the chief factor in their decline.

But what makes New Zealand different? Click the link in bio to read @guardianaustralia's full report.",2021-05-03 15:00:22
"When life gives you memes ...

Zoë Roth, the woman whose picture was central to the 2005 Disaster Girl meme, has sold the original photo for $473,000 – the latest addition to the cryptocurrency-linked, digital image NFT craze that is sweeping through the art market.

The image was taken of Roth, then aged four, by her father in front of a burning house in Mebane, North Carolina. Firefighters had intentionally set the blaze as a controlled fire.

Roth, now aged 21 and a university student, sold the image through Ben Lashes, an NFT, or non-fungible token, entrepreneur who has racked up about $2m in sales for sales including Nyan Cat, Grumpy Cat, Keyboard Cat, Doge, Success Kid and David After Dentist.

Roth, who says she plans to use the proceeds to pay off her student loans and donate additional money to charity, told the New York Times: “The internet is big. Whether you’re having a good experience or a bad experience, you kind of just have to make the most of it.”

She told the Raleigh News & Observer: “Nobody who is a meme tried to do that, it just ended up that way. Is it luck? Is it fate? I have no idea. But I will take it.”

Follow @guardian_us for more.",2021-05-02 19:00:05
"Tiny hummingbirds like this one have succeeded where many activists and protesters have fallen short - they have forced the construction of a controversial pipeline in western Canada to be halted.

Campaigners have tried fruitlessly for years to stop the multibillion-dollar project, but after the discovery of an Anna’s hummingbird nest in a tree felled during the works, construction was ordered to stop for the next four months.

The migratory bird is not endangered, but it is protected under federal law, and community groups in southern British Columbia had raised the alarm that TransMountain was chopping down trees in vulnerable nesting areas.

In a statement, the company said it tries to clear trees outside of critical nesting seasons, but admitted “this is not always feasible”.

Marred by cost overruns in recent months, the TransMountain project, which was purchased by Justin Trudeau’s government in 2018, will nearly triple capacity of the existing pipeline, moving 890,000 barrels of crude oil each day to the Pacific Ocean when complete.

Photo: Mike Blake/Reuters",2021-05-02 15:01:02
"Actor Elliot Page has revealed how much happier he feels after having top surgery, and described transitioning as life-saving.

During the interview with Oprah Winfrey, Page said the surgery has given him newfound energy “because it it such a freeing, freeing experience”, adding: “I feel like I haven’t gotten to be myself since I was 10 years old.”

The Oscar-nominated star of Juno, Inception and The Umbrella Academy teared up when Winfrey asked him what has brought him the most joy.",2021-05-01 19:01:00
"Who can't you wait to hug?

It's been a long time since many of us were allowed to cuddle some of our nearest and dearest - while we've been trying to keep each other safe.

And it's likely you've been missing human touch and affection - and there are many reasons why ...

Swipe for more on the science behind hugging - and then tag the person you can’t wait to 🤗",2021-05-01 14:00:38
"If you’ve got a fear of heights you might want to look away ...

The world’s longest pedestrian suspension bridge has been completed in northern Portugal.

Hidden between rock-strewn mountains covered with lush greenery and yellow flowers inside the Unesco-recognised Arouca Geopark, the Arouca 516 breaks the record previously held since 2017 by the Charles Kuonen Bridge at Randa, in the Swiss Alps.

Will you be adding this to your destination list when we're allowed to travel quarantine-free?",2021-05-01 11:00:47
"The US Marine Corps has consistently lagged behind other military branches in addressing gender equality. But they are making progress.

After Congress ordered them to fully integrate women into its west coast training battalions by 2028, under the National Defense Authorization Act, the first 53 female recruits have now become Marines.

Sixty women began training at Camp Pendleton in California in January. Despite seven dropping out because of injury, the remaining 53 went on graduate.

The recruits had to spend two weeks in Covid-19 quarantine before they started their training - and they all had to complete the Crucible, a gruelling, 54-hour final test.

In 2018, the Marine Corps was 8.6% female, compared with 16.5% for the armed forces as a whole.

Follow @guardian_us for more.",2021-04-30 23:00:41
"What do you think it takes to be a good spy?

The British agency GCHQ has said apprentices on their scheme are four times more likely to have dyslexia than those on other organisations’ programmes - the result of a drive to recruit those whose brains process information differently.

GCHQ says those with dyslexia have valuable skills spotting patterns that others miss – a key area the spy agency wants to encourage as it pivots away from dead letter drops and bugging towards high-tech cybersecurity and data analysis.

“We’re looking for people who can see something that’s out of place in a bigger picture, who have good visual awareness and can spot anomalies,” said Jo Cavan, the director of strategy, policy and engagement at GCHQ.

“If they’re sifting through large amounts of data from a large number of sources to prevent a terrorist attack or a serious organised criminal, skills such as pattern recognition are key. A lot of dyslexic colleagues have those strengths.”

Cavan said that the agency has valued neurodiversity during its 100-year existence, with the second world war code-breaker Alan Turing its best known employee with dyslexia.

However, the shift to online defence and security prompted by the government’s integrated review in March will make dyslexic thinking skills an even bigger feature of GCHQ’s future, she said.

A report produced by the charity, Made by Dyslexia, with the consultancy EY suggested that some of the thinking skills people with dyslexia tend to be especially strong in include complex problem-solving, empathy, communication and critical thinking.

These are becoming increasingly valued in workplaces as AI and machine-learning mean that more routine tasks are automated, the authors said.",2021-04-30 21:00:08
"Twenty women have come forward to accuse actor-producer-director Noel Clarke of groping, harassment and bullying, the Guardian can reveal.

Clarke, who first became famous for his Kidulthood series of films, strongly denies the accusations, which were made shortly after Bafta announced that it planned to give Clarke a special award for outstanding British contribution to cinema.

Our reporters spoke to 20 women, all of whom knew Clarke in a professional capacity. They variously accuse him of sexual harassment, unwanted touching or groping, sexually inappropriate behaviour and bullying between 2004 and 2019.

The alleged misconduct also includes claims he secretly filmed a naked audition and allegedly showed colleagues sexually explicit photos and videos of women.

Clarke said in a statement: “In a 20-year career, I have put inclusivity and diversity at the forefront of my work and never had a complaint made against me. If anyone who has worked with me has ever felt uncomfortable or disrespected, I sincerely apologise. I vehemently deny any sexual misconduct or wrongdoing and intend to defend myself against these false allegations.”

Through his lawyers, Clarke categorically denied every allegation that the Guardian put to him, bar one, accepting he once made inappropriate comments about one woman, for which he later apologised, but denying the rest of her complaints.

In a 29-page letter, his lawyers said he categorically denies all of the other allegations, from all 20 women, in some cases questioning their credibility. They deny their client is a serial sexual predator.

Since publishing our investigation, the British Academy Film Awards has suspended Clarke's outstanding contribution award and membership, while ITV has cancelled plans to show the final episode of his primetime big-budget thriller Viewpoint.

Click the link in our bio to read our full investigation into the claims.",2021-04-30 18:58:53
"The UK is being taken to court by three young people who claim their human rights are being breached by the government’s failure to act decisively on the climate crisis.

Adetola Stephanie Onamade, Marina Tricks and Jerry Amokwandoh, all students in their early 20s, will tomorrow ask for a judicial review of government actions to cut national carbon emissions.

The three claimants say that despite enshrining a net zero goal by 2050 in law and parliament declaring a climate emergency, the government does not have an adequate roadmap to match the scale of the crisis.

Frustrated at the pace of action, they will argue that the UK has disregarded their rights to life, family life and not be discriminated against, which are protected under articles 2, 8 and 14 of the Human Rights Act.

Mexican-born Tricks, the youngest claimant aged 20, said she felt she had a duty to hold her government accountable. She told the Guardian: “We’re in the epicentre of destruction. It’s almost about weaponising the privileges we have of being in the global north.”

The other two young claimants are also from diaspora backgrounds: Onamade from Nigeria and Trinidad and Tobago and Amokwandoh from Ghana. They say they are also eager to highlight links between the climate crisis and wider social injustice, be it gender, race or wealth, pointing out that environmental harm is not shared equally.

In the UK, illegal levels of air pollution disproportionately affect racially marginalised communities, while the country is exporting its plastic pollution problem to poorer countries rather than tackling it domestically.

The Department for Business, Energy and Industrial Strategy, which has lead responsibility for climate change, declined to comment on the lawsuit.

But in its response to a pre-legal action letter, the government’s legal team called the claim “pointless” given that the government had published plans to meet its net zero target and was due to publish a net zero strategy before the Cop26 climate talks in November.

Photo: Plan B campaign material from 2020",2021-04-30 17:00:55
"In one of Pakistan's most impoverished provinces, an unusual mobile library service is offering students an education lifeline where schools have closed due to the coronavirus pandemic.

Every Friday, Roshan the camel visits the small town of Mand in the Balochistan province, with his saddle panniers full of books.

Roshan visits four villages, staying in each at the home of a “mobiliser”, where all the district children aged four to 16 can come to read, borrow and exchange books with one another.

Blighted by a separatist insurgency for the past two decades, Balochistan has a 24% female literacy rate, one of the lowest in the world, compared with a male literacy rate of 56%. It also has the highest percentage of children out of school in the country.

When Covid closed the schools across the province, two women in Mand, Zubaida Jalal, a federal minister in the Pakistan government, and her sister Rahima Jalal, headteacher of a local high school, came up with the idea of involving a camel to help their cause.

The Jalal sisters say there has been a lot of interest in the scheme from other areas, and they have just started a similar library service in the city district of Gwadar, Balochistan, with a camel called Chirag.

Chirag visits five towns each week accompanied by his handler and Ismail Yaqoob, a volunteer and teacher. Yaqoob says the children are often waiting for them to arrive in the village; "" Children are so interested in reading and in their studies, but sadly the state does not invest in education.”

Photos: Faisal Faiz for The Guardian",2021-04-30 15:00:44
"The world of English sport is uniting for an unprecedented four-day boycott of social media to protest against continued abuse and racism aimed at players, managers, pundits and countless others.

Watford captain Troy Deeney has spoken openly of the racist abuse both he and his family are consistently subjected to. He told BBC Breakfast he hopes the action, which starts this afternoon, puts pressure on social media giants to do more to eradicate online hate.

The boycott, first announced by the leading English football organisations, begins at 3pm today until 11.59pm on Monday. Other sporting bodies have joined the action including Uefa, the England and Wales Cricket Board, the Professional Cricketers’ Association, Premiership Rugby and the Lawn Tennis Association. Formula One world champion Lewis Hamilton has given his backing to the campaign too - and @guardian_sport is also taking part, by pausing posts from Guardian Sport's Twitter, Facebook and Instagram accounts.

The campaign is calling for fresh measures to tackle racism, sexism and discrimination – including a requirement for social media companies to display a warning if a user writes an abusive message, and to ask them to enter personal data if they wish to send it. They also want social media companies to have to submit a detailed quarterly report, outlining efforts they have made to prevent abuse, so they can be held more accountable.

Will Woodward, head of sport at Guardian News & Media, said: “We generally aren’t in favour of boycotts or blackouts and believe news and robust comment are essential. But the relentless abuse must stop. It’s important to take a stand.”

Uefa president, Aleksander Ceferin, also gave his unequivocal backing to the initiative, saying: “Allowing a culture of hatred to grow with impunity is dangerous, very dangerous, not only for football but for society as a whole. We’ve had enough of these cowards who hide behind their anonymity to spew out their noxious ideologies.”

Click the link in bio to read our football writer Suzy Wrack's piece on why she is joining the boycott.",2021-04-30 13:11:51
