description,timestamp,cleaned_description
"Voters didn’t reject the Massachusetts senator because of her policy positions; they rejected her because of her penchant for lying about herself. 
Check out David L. Bahnsen's article, 'In the End, Warren Was Undone by Her Own Dishonesty', linked in our bio.

__________
#warren2020 #elizabethwarren #2020election",2020-03-06 23:52:32,"Voters didnt reject the Massachusetts senator because of her policy positions they rejected her because of her penchant for lying about herself 
Check out David L Bahnsens article In the End Warren Was Undone by Her Own Dishonesty linked in our bio


warren2020 elizabethwarren 2020election"
"Conservatives can either tackle the issue of carbon emissions sensibly by proposing workable solutions, or run the risk of allowing the Democrats to do it for us — with policies that would offer marginal environmental benefits at a devastating cost to the economy. 
Congressman Dan Crenshaw writes ""It’s Time for Conservatives to Own the Climate-Change Issue"", linked in our bio.

________
#climatechange #conservative #globalwarming",2020-03-04 23:24:40,"Conservatives can either tackle the issue of carbon emissions sensibly by proposing workable solutions or run the risk of allowing the Democrats to do it for us  with policies that would offer marginal environmental benefits at a devastating cost to the economy 
Congressman Dan Crenshaw writes Its Time for Conservatives to Own the ClimateChange Issue linked in our bio


climatechange conservative globalwarming"
"Maybe we dodge a bullet on coronavirus. Maybe we don’t. But we are not likely to dodge every bullet. 
Read Kevin D. Williamson's latest article, 'Events, Dear Boys', on how the presidency has been impacted by unexpected events such as the coronavirus epidemic. 
___________
#coronavirus #republicans #president #politics",2020-03-03 01:16:39,"Maybe we dodge a bullet on coronavirus Maybe we dont But we are not likely to dodge every bullet 
Read Kevin D Williamsons latest article Events Dear Boys on how the presidency has been impacted by unexpected events such as the coronavirus epidemic 

coronavirus republicans president politics"
"Highlights from the annual Conservative Political Action Conference in National Harbor, Md.

Check out the link in our bio to see the whole slideshow.
________
#cpac",2020-02-28 22:34:24,"Highlights from the annual Conservative Political Action Conference in National Harbor Md

Check out the link in our bio to see the whole slideshow

cpac"
"""...once Sanders started running again in the 2020 cycle, he dropped the millionaires from his mantra and started lambasting only the 'billionaires and the big banks.' Sanders appeared to realize that he looked somewhat ridiculous denouncing millionaires while being one."" Check out Jim Geraghty's article, 'Bernie’s Problem Isn’t His Three Houses, It’s His Two Standards', linked in our bio.",2020-02-25 00:47:33,once Sanders started running again in the 2020 cycle he dropped the millionaires from his mantra and started lambasting only the billionaires and the big banks Sanders appeared to realize that he looked somewhat ridiculous denouncing millionaires while being one Check out Jim Geraghtys article Bernies Problem Isnt His Three Houses Its His Two Standards linked in our bio
"Transgender sports policies make a mockery of women’s competition. As a Duke law professor and former athlete explained: “it only takes three male-bodied athletes to preclude the best females from the medal stand, and eight to exclude them from the track.” Read the editorial, 'Women’s Sports Should Be Women’s Sports', linked in our bio.",2020-02-22 00:31:00,Transgender sports policies make a mockery of womens competition As a Duke law professor and former athlete explained it only takes three malebodied athletes to preclude the best females from the medal stand and eight to exclude them from the track Read the editorial Womens Sports Should Be Womens Sports linked in our bio
"The Chinese government’s recent quarantine of 60 million people — roughly the size of Italy — is unprecedented. At the last count, China’s had 59,804 confirmed cases of COVID-19, which is also known as the coronavirus. 
For the latest images of the fight against the coronavirus in China and around the world, check out the link in our bio.

______
#coronavirus  #china #virus",2020-02-19 21:32:05,"The Chinese governments recent quarantine of 60 million people  roughly the size of Italy  is unprecedented At the last count Chinas had 59804 confirmed cases of COVID19 which is also known as the coronavirus 
For the latest images of the fight against the coronavirus in China and around the world check out the link in our bio


coronavirus  china virus"
"In his latest column, Jonah writes about how Democrats and Republicans have changed their approach to politics. 
Check out Jonah Goldberg's article, 'Republicans and Democrats Have Reversed Their Roles', linked in our bio.",2020-02-15 00:05:37,"In his latest column Jonah writes about how Democrats and Republicans have changed their approach to politics 
Check out Jonah Goldbergs article Republicans and Democrats Have Reversed Their Roles linked in our bio"
"In the case of Roger Stone, the Left has a quandary: Do they hate Trump more than they love sentencing “reform”? Read Andrew C. McCarthy's article, 'The Roger Stone Sentencing Fiasco', linked in our bio.

________
#rogerstone",2020-02-13 00:47:52,"In the case of Roger Stone the Left has a quandary Do they hate Trump more than they love sentencing reform Read Andrew C McCarthys article The Roger Stone Sentencing Fiasco linked in our bio


rogerstone"
"Hollywood put on a big show on its biggest night at the annual Academy Awards ceremony. Here are some fashion highlights from this year’s red-carpet arrivals.

Check out the link in our bio to see the whole slideshow.

_________
#oscars2020 #academyawards #oscars",2020-02-11 00:45:08,"Hollywood put on a big show on its biggest night at the annual Academy Awards ceremony Here are some fashion highlights from this years redcarpet arrivals

Check out the link in our bio to see the whole slideshow


oscars2020 academyawards oscars"
"President Donald Trump delivers his State of the Union address to a joint session of Congress in Washington, D.C., February 4, 2020.

Check out the link in our bio to see the whole slideshow.",2020-02-05 22:58:03,"President Donald Trump delivers his State of the Union address to a joint session of Congress in Washington DC February 4 2020

Check out the link in our bio to see the whole slideshow"
"After decades of opposition from the establishment — from Obama to Blair to the BBC and the IMF — the Brexiteers won the day. 
Read John Fund's article, 'Brexit Supporters Say ‘Free at Last’ as Britain Leaves the EU', linked in our bio. 
_____________________________
#brexit  #europeanunion",2020-02-03 22:45:36,"After decades of opposition from the establishment  from Obama to Blair to the BBC and the IMF  the Brexiteers won the day 
Read John Funds article Brexit Supporters Say Free at Last as Britain Leaves the EU linked in our bio 

brexit  europeanunion"
"The USS Montgomery conducted the U.S. Navy’s first freedom of navigation operation of the  year this past week as it transited the South China Sea near the disputed Spratly Islands. Here’s a look at the Montgomery on recent operations and training exercises.

Check out the link in our bio to see the whole slideshow.",2020-01-31 20:00:11,"The USS Montgomery conducted the US Navys first freedom of navigation operation of the  year this past week as it transited the South China Sea near the disputed Spratly Islands Heres a look at the Montgomery on recent operations and training exercises

Check out the link in our bio to see the whole slideshow"
"Bernie Sanders has done some of the most breathtakingly horrible stuff imaginable. 
It was only nine years ago that he posted an editorial on his website — it’s still there — labeling Venezuela as one of the South American countries where “the American dream is more apt to be realized” than in America. And he may be our next president.

Read Kyle Smith's latest, at the link in our bio.

________
#berniesanders #bernie2020 #berniesanders2020 #2020 #democrats",2020-01-29 23:07:06,"Bernie Sanders has done some of the most breathtakingly horrible stuff imaginable 
It was only nine years ago that he posted an editorial on his website  its still there  labeling Venezuela as one of the South American countries where the American dream is more apt to be realized than in America And he may be our next president

Read Kyle Smiths latest at the link in our bio


berniesanders bernie2020 berniesanders2020 2020 democrats"
"Joe Biden’s rivals, beginning with Cory Booker and Bill de Blasio, have already started to pounce. Read Dan McLaughlin’s “Joe Biden’s Segregationist Problem,” now linked in our bio.",2019-06-21 00:29:11,Joe Bidens rivals beginning with Cory Booker and Bill de Blasio have already started to pounce Read Dan McLaughlins Joe Bidens Segregationist Problem now linked in our bio
"The Democratic party is going from being the party of formal entitlements for the poor to the party of the informal entitlement of the affluent. Read Kevin Williamson’s latest, now online.",2019-05-24 17:01:25,The Democratic party is going from being the party of formal entitlements for the poor to the party of the informal entitlement of the affluent Read Kevin Williamsons latest now online
"Read our latest editorial, ‘The Supreme Court Should Take Up NR v. Mann, and Vindicate Free Speech,’ now online.",2019-05-23 19:39:00,Read our latest editorial The Supreme Court Should Take Up NR v Mann and Vindicate Free Speech now online
"Full-throated defenses of our nation’s foundational principles are only going to get more necessary in the coming years, because every generation has to rediscover them for itself. If this weren’t the case, socialism would not be the hot new thing. Help support National Review today!",2019-05-22 22:27:24,Fullthroated defenses of our nations foundational principles are only going to get more necessary in the coming years because every generation has to rediscover them for itself If this werent the case socialism would not be the hot new thing Help support National Review today
"The fight against Socialism is NR’s, waged each and every day on our website and in the magazine. Click the link in our bio to help combat the Socialism craze!",2019-05-01 23:11:08,The fight against Socialism is NRs waged each and every day on our website and in the magazine Click the link in our bio to help combat the Socialism craze
"Secretary of state is among the most challenging cabinet posts. Through it all, Mike Pompeo is always aware of his audience. Don’t miss the latest National Review cover story, now online.",2019-04-22 23:47:21,Secretary of state is among the most challenging cabinet posts Through it all Mike Pompeo is always aware of his audience Dont miss the latest National Review cover story now online
"No matter how well your weekend went, you didn’t have as good of a weekend as President Trump. Read Jim Geraghty’s latest Morning Jolt, now online.",2019-03-25 17:20:05,No matter how well your weekend went you didnt have as good of a weekend as President Trump Read Jim Geraghtys latest Morning Jolt now online
"The latest issue of National Review is now online! You don’t want to miss Michael Brendan Dougherty’s cover story on why Americans love baseball, now online!",2019-03-22 19:34:27,The latest issue of National Review is now online You dont want to miss Michael Brendan Doughertys cover story on why Americans love baseball now online
"The Senate. The Electoral College. The First Amendment. The Second Amendment. The Supreme Court. Is there a part of our constitutional order that the Democrats have not pledged to destroy? Read Kevin Williamson’s latest, now online.",2019-03-21 21:06:18,The Senate The Electoral College The First Amendment The Second Amendment The Supreme Court Is there a part of our constitutional order that the Democrats have not pledged to destroy Read Kevin Williamsons latest now online
"King’s indictment against the status quo of his time, and against the political and economic elite responsible for it, could be leveled almost word for word today. In celebration of Martin Luther King Jr. day, read Senator Mike Lee’s piece on the importance of MLK’s world-changing message, and it implications for today, now linked in our bio!",2019-01-21 20:54:05,Kings indictment against the status quo of his time and against the political and economic elite responsible for it could be leveled almost word for word today In celebration of Martin Luther King Jr day read Senator Mike Lees piece on the importance of MLKs worldchanging message and it implications for today now linked in our bio
"Karen Pence is a believing Christian woman. She took a part-time job at a private Christian school. And this, believe it or not, is a scandal. Read David French’s latest article on the Left’s overreaction to the second lady’s new job, now online.",2019-01-18 00:23:11,Karen Pence is a believing Christian woman She took a parttime job at a private Christian school And this believe it or not is a scandal Read David Frenchs latest article on the Lefts overreaction to the second ladys new job now online
"The latest edition of National Review is now out! Read Douglas Murray’s cover story on the Trump/Brexit freakouts, as well as a never-before-published excerpt from Charles Krauthammer’s posthumous book ‘The Point Of It All.’",2019-01-11 22:32:33,The latest edition of National Review is now out Read Douglas Murrays cover story on the TrumpBrexit freakouts as well as a neverbeforepublished excerpt from Charles Krauthammers posthumous book The Point Of It All
"President Trump says he is considering declaring an emergency at the border to unlock military funds to build a fence (a.k.a. wall). It’s a terrible idea. Even if it’s legal — which is unclear, at best — it would represent another unwelcome step in America’s long march toward unilateral government by the executive. Read the rest of our editorial, now online.",2019-01-11 00:19:30,President Trump says he is considering declaring an emergency at the border to unlock military funds to build a fence aka wall Its a terrible idea Even if its legal  which is unclear at best  it would represent another unwelcome step in Americas long march toward unilateral government by the executive Read the rest of our editorial now online
"“In a televised address to the nation from the Oval Office Tuesday night, President Trump chastised Congressional Democrats for their refusal to fund the construction of a border wall and suggested they were abetting an ongoing “humanitarian crisis” at the southern border by doing so.” Read the rest of Jack Crowe’s report on President Trump’s first address from the Oval Office, now online.",2019-01-09 04:53:02,In a televised address to the nation from the Oval Office Tuesday night President Trump chastised Congressional Democrats for their refusal to fund the construction of a border wall and suggested they were abetting an ongoing humanitarian crisis at the southern border by doing so Read the rest of Jack Crowes report on President Trumps first address from the Oval Office now online
"Get to know the Democrats’ first announced 2020 presidential candidate in Jim Geraghty’s ‘Fifteen Things You Didn’t Know About Elizabeth Warren,’ now linked in our bio!",2019-01-09 00:39:39,Get to know the Democrats first announced 2020 presidential candidate in Jim Geraghtys Fifteen Things You Didnt Know About Elizabeth Warren now linked in our bio
"Yesterday Tucker Carlson delivered the monologue heard around the conservative world. Our own David French responds, now online!",2019-01-04 23:59:18,Yesterday Tucker Carlson delivered the monologue heard around the conservative world Our own David French responds now online
"While the movie industry at-large is boringly left-wing, National Review’s film critic Kyle Smith has compiled a list of the ten best conservative movies of 2018.",2019-01-04 00:06:01,While the movie industry atlarge is boringly leftwing National Reviews film critic Kyle Smith has compiled a list of the ten best conservative movies of 2018
"One of the first things you learn when you start your professional life is that the people who care the most have the most influence. Find out why Twitter is more toxic than you think in David French’s latest article, now online.",2019-01-03 00:55:36,One of the first things you learn when you start your professional life is that the people who care the most have the most influence Find out why Twitter is more toxic than you think in David Frenchs latest article now online
Happy thanksgiving!,2018-11-22 19:45:31,Happy thanksgiving
Brett Kavanaugh has officially been confirmed by the Senate to become the next Justice of the United States Supreme Court.,2018-10-06 23:50:31,Brett Kavanaugh has officially been confirmed by the Senate to become the next Justice of the United States Supreme Court
"Democrats’ Complaints about the FBI Investigation Are Absurd. Read Andrew C. McCarthy’s latest, now online.",2018-10-04 00:18:05,Democrats Complaints about the FBI Investigation Are Absurd Read Andrew C McCarthys latest now online
There is entirely insufficient evidence to prove even one of the terrible allegations against President Trump’s Supreme Court nominee. David French’s ‘The Case against Kavanaugh is Collapsing’ is now online.,2018-10-02 23:35:49,There is entirely insufficient evidence to prove even one of the terrible allegations against President Trumps Supreme Court nominee David Frenchs The Case against Kavanaugh is Collapsing is now online
"The Bill of Rights remains a bulwark against ideological whimsy and overreaction. It never gets old. Read Charles C.W. Cooke’s latest magazine piece, now online.",2018-09-19 00:16:49,The Bill of Rights remains a bulwark against ideological whimsy and overreaction It never gets old Read Charles CW Cookes latest magazine piece now online
"Efforts to reform Congress will be fraught and messy, but in the past they have succeeded in spite of widespread skepticism. Find out why it is important to mend, rather than end congress. Now online.",2018-09-18 00:29:53,Efforts to reform Congress will be fraught and messy but in the past they have succeeded in spite of widespread skepticism Find out why it is important to mend rather than end congress Now online
"It had to happen sometime. The Southern Poverty Law Center has made so many vile, unjustified, hysterical, and hateful accusations over the years, it was bound to pay a price. When it did, the bill due was $3.375 million. Read the whole story, now online.",2018-08-31 23:38:24,It had to happen sometime The Southern Poverty Law Center has made so many vile unjustified hysterical and hateful accusations over the years it was bound to pay a price When it did the bill due was 3375 million Read the whole story now online
"On January 23, 2014, the Florida Parole Commission sent Frank Fuster a letter informing him that, owing to a recent policy change, it had determined that his initial interview was scheduled for March 2134. No, that isn’t a misprint. His first parole hearing is scheduled in 120 years. And this for a crime that, by any fair reading of the evidence, not only did Fuster not commit but never even happened. Read the whole story, now online.",2018-08-31 00:04:28,On January 23 2014 the Florida Parole Commission sent Frank Fuster a letter informing him that owing to a recent policy change it had determined that his initial interview was scheduled for March 2134 No that isnt a misprint His first parole hearing is scheduled in 120 years And this for a crime that by any fair reading of the evidence not only did Fuster not commit but never even happened Read the whole story now online
"By the late 1980s, President Ronald Reagan had made three appointments to the Supreme Court. In 1989, the Court upheld restrictions on abortion passed by the Missouri legislature. Then President George H. W. Bush made two additional appointments. When the Court took up another abortion case during the term ending in 1992, many people expected that it would overturn Roe v. Wade.

It didn’t. Instead, three of the justices appointed by Reagan and Bush — Anthony Kennedy, Sandra Day O’Connor, and David Souter — wrote an opinion in Planned Parenthood v. Casey that reaffirmed Roe while also modifying it.

Pro-lifers were on the defensive in the run-up to the decision. Public support for legal abortion was rising. Previously pro-life politicians declared that they had undergone a change of heart. Pundits explained that if Roe was overturned, a sleeping pro-choice majority would awaken. Republican politicians would be placed in an impossible position. Their pro-life supporters would expect real action against abortion with the Supreme Court out of the way, but the Republicans could not deliver on those promises without a public backlash.

That political backdrop, it has often been suggested, played a role in the outcome of Casey. Link in our bio.",2018-07-24 18:44:56,"By the late 1980s President Ronald Reagan had made three appointments to the Supreme Court In 1989 the Court upheld restrictions on abortion passed by the Missouri legislature Then President George H W Bush made two additional appointments When the Court took up another abortion case during the term ending in 1992 many people expected that it would overturn Roe v Wade

It didnt Instead three of the justices appointed by Reagan and Bush  Anthony Kennedy Sandra Day OConnor and David Souter  wrote an opinion in Planned Parenthood v Casey that reaffirmed Roe while also modifying it

Prolifers were on the defensive in the runup to the decision Public support for legal abortion was rising Previously prolife politicians declared that they had undergone a change of heart Pundits explained that if Roe was overturned a sleeping prochoice majority would awaken Republican politicians would be placed in an impossible position Their prolife supporters would expect real action against abortion with the Supreme Court out of the way but the Republicans could not deliver on those promises without a public backlash

That political backdrop it has often been suggested played a role in the outcome of Casey Link in our bio"
"On the Fourth of July, as Patrick Morrisey marched down Main Street with supporters who waved red-white-and-blue placards for his Senate campaign, someone on a porch shouted at him: “New Jersey!” It was a putdown — an accusation that Morrisey doesn’t deserve a place in West Virginia’s public life because he grew up somewhere else. The winner of two statewide elections for attorney general, Morrisey heard the remark, smiled, and waved. Then he continued to move along the parade route, in an event that the town of Ripley (population 3,231) calls “America’s Largest Small Town Independence Celebration.” President George W. Bush came here in 2002, on the first Independence Day after 9/11, and each year it attracts politicians from around the state, including Morrisey’s opponent in this fall’s general election: Democratic senator Joe Manchin, who walked a few hundred yards ahead of him.

Manchin appears to lead in the polls, too. He holds a seven-point advantage over Morrisey among likely voters, according to the latest survey, conducted by Monmouth University (which, coincidentally, is located in New Jersey). Morrisey may be the underdog, but he’s likely to catch up and turn his race into one of the most watched Senate contests of 2018, as Republicans try to defend their slim majority in the chamber by gaining a seat now held by a Democrat in deepest Trump country. On July 3, in fact, President Trump traveled to a resort in West Virginia to deliver a speech in conjunction with “A Military Tribute at the Greenbrier,” a golf tournament. There, he praised Morrisey as “a tough, strong guy” who “loves the people of West Virginia.” The next day in Ripley, Morrisey wore a blue shirt and a red hat, both featuring the tribute tournament’s logo — and talked, with everybody who wanted to hear, about seeing the president. Read the whole story, now online.",2018-07-21 00:01:40,"On the Fourth of July as Patrick Morrisey marched down Main Street with supporters who waved redwhiteandblue placards for his Senate campaign someone on a porch shouted at him New Jersey It was a putdown  an accusation that Morrisey doesnt deserve a place in West Virginias public life because he grew up somewhere else The winner of two statewide elections for attorney general Morrisey heard the remark smiled and waved Then he continued to move along the parade route in an event that the town of Ripley population 3231 calls Americas Largest Small Town Independence Celebration President George W Bush came here in 2002 on the first Independence Day after 911 and each year it attracts politicians from around the state including Morriseys opponent in this falls general election Democratic senator Joe Manchin who walked a few hundred yards ahead of him

Manchin appears to lead in the polls too He holds a sevenpoint advantage over Morrisey among likely voters according to the latest survey conducted by Monmouth University which coincidentally is located in New Jersey Morrisey may be the underdog but hes likely to catch up and turn his race into one of the most watched Senate contests of 2018 as Republicans try to defend their slim majority in the chamber by gaining a seat now held by a Democrat in deepest Trump country On July 3 in fact President Trump traveled to a resort in West Virginia to deliver a speech in conjunction with A Military Tribute at the Greenbrier a golf tournament There he praised Morrisey as a tough strong guy who loves the people of West Virginia The next day in Ripley Morrisey wore a blue shirt and a red hat both featuring the tribute tournaments logo  and talked with everybody who wanted to hear about seeing the president Read the whole story now online"
"To summarize all too briefly, Carl von Clausewitz viewed land war as the ultimate expression of international politics. Alfred T. Mahan felt that competitions between great powers were played out decisively in great ship battles at sea. Julian Corbet attempted to bridge the gap between the first two and declared that naval forces existed to aid and assist land forces engaged in decisive operations ashore. Lastly, Halford Mackinder, the great geographer-strategist, advanced his “heartland” theory, asserting that land geography and territorial resources determined the outcomes of great-power competitions.

China has recast the sea as the new global “heartland” and as the arena of a great-power competition that can be fought and won from land. It should not come as a surprise to those familiar with China, with its many “great walls” built over a 3,000-year recorded history, that it is attempting to create a technological wall across the sea. It is also seeking to re-create its unique vision of itself in the world.",2018-07-19 22:52:50,"To summarize all too briefly Carl von Clausewitz viewed land war as the ultimate expression of international politics Alfred T Mahan felt that competitions between great powers were played out decisively in great ship battles at sea Julian Corbet attempted to bridge the gap between the first two and declared that naval forces existed to aid and assist land forces engaged in decisive operations ashore Lastly Halford Mackinder the great geographerstrategist advanced his heartland theory asserting that land geography and territorial resources determined the outcomes of greatpower competitions

China has recast the sea as the new global heartland and as the arena of a greatpower competition that can be fought and won from land It should not come as a surprise to those familiar with China with its many great walls built over a 3000year recorded history that it is attempting to create a technological wall across the sea It is also seeking to recreate its unique vision of itself in the world"
"The California paradox — communitarianism in public government but hedonism in self-government, leading to tribalism in politics and excessive cultural optimism — has flummoxed conservatives. The confusion is forgivable. Californians approved initiatives legalizing marijuana and expediting capital punishment on the same ballot in 2016. Yet California has always been communitarian in government precisely because it is hedonistic and solidarity-free in its culture. It may be the only state where Barney Frank’s inane bromide that “government is simply the name we give to the things we choose to do together” is actually true. Government is indeed the only thing Californians do together; most people are just in it for the weather, after all. Yet conservatives can win if they are armed with an argument about a future of shared prosperity anchored in an unapologetic willingness to talk about the material interests of specific communities. Indeed, prosperity conservatism may be the only way for the Right to come back on the Left Coast.",2018-07-18 00:03:43,The California paradox  communitarianism in public government but hedonism in selfgovernment leading to tribalism in politics and excessive cultural optimism  has flummoxed conservatives The confusion is forgivable Californians approved initiatives legalizing marijuana and expediting capital punishment on the same ballot in 2016 Yet California has always been communitarian in government precisely because it is hedonistic and solidarityfree in its culture It may be the only state where Barney Franks inane bromide that government is simply the name we give to the things we choose to do together is actually true Government is indeed the only thing Californians do together most people are just in it for the weather after all Yet conservatives can win if they are armed with an argument about a future of shared prosperity anchored in an unapologetic willingness to talk about the material interests of specific communities Indeed prosperity conservatism may be the only way for the Right to come back on the Left Coast
"‘In all my travels, I have found no place that does Shakespeare in the Park as unbearably, stupidly, or incompetently as does the cultural capital of these United States. I’ve sat through Shakespearean performances in Dutch, a language I do not speak a word of, that made more sense to me than does the farrago of bullsh** served up annually in Central Park by New York’s terribly prestigious Public Theater. From rampaging Muppets to stump speeches by Chuck Schumer and Bill de Blasio, you never know what you’re going to get at New York’s Shakespeare in the Park, but you can be confident that it seldom will be Shakespeare.’ Kevin Williamson’s latest magazine piece is now online.",2018-07-13 23:03:27,In all my travels I have found no place that does Shakespeare in the Park as unbearably stupidly or incompetently as does the cultural capital of these United States Ive sat through Shakespearean performances in Dutch a language I do not speak a word of that made more sense to me than does the farrago of bullsh served up annually in Central Park by New Yorks terribly prestigious Public Theater From rampaging Muppets to stump speeches by Chuck Schumer and Bill de Blasio you never know what youre going to get at New Yorks Shakespeare in the Park but you can be confident that it seldom will be Shakespeare Kevin Williamsons latest magazine piece is now online
"The latest edition of National Review is now available online! Be sure to check out Douglas Murray's cover story on Angela Merkel and the fate of Germany, now online.",2018-07-12 23:35:03,The latest edition of National Review is now available online Be sure to check out Douglas Murrays cover story on Angela Merkel and the fate of Germany now online
"We can’t incarcerate men, women, and children together for obvious safety reasons, and even if we did incarcerate families as units, we’d have to let the children go under the Flores rule. We could, one supposes, simply march those apprehended entering illegally back into Mexico and let the Mexicans deal with them — which in all likelihood would be a good deal worse for parents and children both than anything they would be likely to experience in U.S. custody. Mexico hands down two-year prison sentences for illegal entry.

Or, we could do what the Obama administration did, and what the critics of the Trump administration want it to do, which is to stop enforcing the law and allow some illegal immigrants to instrumentalize their children, using them as get-out-of-jail-free cards. But if we do that, we should prepare for what will come next. If you open the floodgates, you get a flood.",2018-07-10 20:26:59,"We cant incarcerate men women and children together for obvious safety reasons and even if we did incarcerate families as units wed have to let the children go under the Flores rule We could one supposes simply march those apprehended entering illegally back into Mexico and let the Mexicans deal with them  which in all likelihood would be a good deal worse for parents and children both than anything they would be likely to experience in US custody Mexico hands down twoyear prison sentences for illegal entry

Or we could do what the Obama administration did and what the critics of the Trump administration want it to do which is to stop enforcing the law and allow some illegal immigrants to instrumentalize their children using them as getoutofjailfree cards But if we do that we should prepare for what will come next If you open the floodgates you get a flood"
Meaningful conversation. Unprecedented interaction. Find out how to join NRPLUS today.,2018-07-06 20:21:25,Meaningful conversation Unprecedented interaction Find out how to join NRPLUS today
"I have been told on more than one occasion by people who do not know that I am foreign-born that I believe these things only because I know nothing else. This is a variation on a theme by George Bernard Shaw, who quipped that “patriotism is, fundamentally, a conviction that a particular country is the best in the world because you were born in it.” For some people, I am sure that this is true. But Shaw should have known better, for this conviction could not explain the millions of his own countrymen who, during his lifetime, streamed away from Ireland, bound for the promised land. And it cannot explain me, either.

Five years ago, our editor, then an Englishman, explained why he loves America so dearly. Today, he celebrates his first Fourth of July as an American citizen.",2018-07-04 20:03:30,"I have been told on more than one occasion by people who do not know that I am foreignborn that I believe these things only because I know nothing else This is a variation on a theme by George Bernard Shaw who quipped that patriotism is fundamentally a conviction that a particular country is the best in the world because you were born in it For some people I am sure that this is true But Shaw should have known better for this conviction could not explain the millions of his own countrymen who during his lifetime streamed away from Ireland bound for the promised land And it cannot explain me either

Five years ago our editor then an Englishman explained why he loves America so dearly Today he celebrates his first Fourth of July as an American citizen"
"Read the whole story, now linked in our bio, to find out where the Republican Party is heading.",2018-07-03 22:25:56,Read the whole story now linked in our bio to find out where the Republican Party is heading
"Trump has indeed changed the outlook of the party. Polls suggest that Republican views on trade, for example, have shifted dramatically since he entered the presidential race. So have the views of white Evangelical-Christian conservatives . . . on the importance of a politician’s moral character. Yet the notion that Republicans are a thoroughly Trumpified  party is an exaggeration. Read the rest of Ramesh Ponnuru’s latest magazine piece, now linked in our bio!",2018-07-03 18:34:01,Trump has indeed changed the outlook of the party Polls suggest that Republican views on trade for example have shifted dramatically since he entered the presidential race So have the views of white EvangelicalChristian conservatives    on the importance of a politicians moral character Yet the notion that Republicans are a thoroughly Trumpified  party is an exaggeration Read the rest of Ramesh Ponnurus latest magazine piece now linked in our bio
"“Science and reason often steer us wrong, because what is believed to be a fact of science and reason in one moment will be deposed by science and reason the next. Science can lead us astray because its power and authority are seductive. Scientism is hard to spot, but one useful clue is when people claim that “the science is settled” on a certain topic.” Read Jonah Goldberg’s latest in the print edition of National Review, in which he deals with the question “was the Enlightenment racist?” Now online.",2018-07-02 19:21:11,Science and reason often steer us wrong because what is believed to be a fact of science and reason in one moment will be deposed by science and reason the next Science can lead us astray because its power and authority are seductive Scientism is hard to spot but one useful clue is when people claim that the science is settled on a certain topic Read Jonah Goldbergs latest in the print edition of National Review in which he deals with the question was the Enlightenment racist Now online
"Check out Michael Hendrix’s latest magazine piece, now online.",2018-06-30 00:36:33,Check out Michael Hendrixs latest magazine piece now online
"Silicon Valley should disperse itself geographically. Read Michael Hendrix’s latest magazine piece, now online.",2018-06-29 20:44:11,Silicon Valley should disperse itself geographically Read Michael Hendrixs latest magazine piece now online
Get connected to the conservative conversation. Find out more about NRPLUS today.,2018-06-29 00:09:15,Get connected to the conservative conversation Find out more about NRPLUS today
"In his cover piece for this issue, Eberstadt probes the decision reached at the Singapore summit. His thesis question raises another: Why would the president take the lead in subverting his own North Korea policy — the first such policy in a generation to make an inroad against the North Korean threat? A comprehensive assessment must await future historians, but Eberstadt already has a few clues. His story is now online.",2018-06-26 20:07:52,In his cover piece for this issue Eberstadt probes the decision reached at the Singapore summit His thesis question raises another Why would the president take the lead in subverting his own North Korea policy  the first such policy in a generation to make an inroad against the North Korean threat A comprehensive assessment must await future historians but Eberstadt already has a few clues His story is now online
"The latest issue of National Review is now online! Check out what Nicholas Eberstadt, AEI scholar and North Korea expert, has to say about the Singapore Summit and more!",2018-06-26 00:21:42,The latest issue of National Review is now online Check out what Nicholas Eberstadt AEI scholar and North Korea expert has to say about the Singapore Summit and more
Robert Mueller’s public image is at its lowest ever. Click the link in the bio to find out why.,2018-06-13 17:27:39,Robert Muellers public image is at its lowest ever Click the link in the bio to find out why
"Trump and Kim Jong-un met at a summit in Singapore yesterday, but hesitate before applauding the deal. Our Michael Brendan Dougherty warns that it's likely to favor North Korea. Get the details of the story, now online.",2018-06-12 17:14:50,Trump and Kim Jongun met at a summit in Singapore yesterday but hesitate before applauding the deal Our Michael Brendan Dougherty warns that its likely to favor North Korea Get the details of the story now online
"Bill Maher wants Trump gone so badly that he's hoping for a major recession to tarnish the president's record on the economy. Read the full story, now online.",2018-06-11 19:10:20,Bill Maher wants Trump gone so badly that hes hoping for a major recession to tarnish the presidents record on the economy Read the full story now online
"Celebrity chef Anthony Bourdain died today at 61. Jim Geraghty remembers him fondly in The Morning Jolt, now online.",2018-06-08 19:45:39,Celebrity chef Anthony Bourdain died today at 61 Jim Geraghty remembers him fondly in The Morning Jolt now online
"It’s time for Democrats to see Bill Clinton clearly as the sleaze he is and always has been. Read Kyle Smith’s entire takedown, now online.",2018-06-08 00:15:50,Its time for Democrats to see Bill Clinton clearly as the sleaze he is and always has been Read Kyle Smiths entire takedown now online
"Our Kyle Smith has harsh words for Clinton's defenders after the former president's Today Show interview. Read what else he had to say, now online.",2018-06-07 19:25:15,Our Kyle Smith has harsh words for Clintons defenders after the former presidents Today Show interview Read what else he had to say now online
